(3.25,-2.64995,7.96295)|(3.25,-1.76802,4.03238)|(3.25,-1.42517,2.91387)|(3.25,-1.21624,2.34213)|(3.25,-1.06682,1.98322)|(3.25,-0.95053,1.73208)|(3.25,-0.85512,1.54407)|(3.25,-0.77395,1.39663)|(3.25,-0.70303,1.27703)|(3.25,-0.63981,1.17747)|(3.25,-0.58253,1.09289)|(3.25,-0.52994,1.01984)|(3.25,-0.48114,0.95586)|(3.25,-0.43542,0.89920)|(3.25,-0.39223,0.84850)|(3.25,-0.35116,0.80276)|(3.25,-0.31184,0.76117)|(3.25,-0.27399,0.72311)|(3.25,-0.23735,0.68806)|(3.25,-0.20173,0.65563)|(3.25,-0.16693,0.62545)|(3.25,-0.13279,0.59726)|(3.25,-0.09916,0.57081)|(3.25,-0.06590,0.54589)|(3.25,-0.03289,0.52234)|(3.25,0.00000,0.50000)|(3.25,0.03289,0.47874)|(3.25,0.06590,0.45845)|(3.25,0.09916,0.43903)|(3.25,0.13279,0.42037)|(3.25,0.16693,0.40241)|(3.25,0.20173,0.38507)|(3.25,0.23735,0.36827)|(3.25,0.27399,0.35196)|(3.25,0.31184,0.33608)|(3.25,0.35116,0.32056)|(3.25,0.39223,0.30535)|(3.25,0.43542,0.29039)|(3.25,0.48114,0.27563)|(3.25,0.52994,0.26100)|(3.25,0.58253,0.24645)|(3.25,0.63981,0.23188)|(3.25,0.70303,0.21722)|(3.25,0.77395,0.20236)|(3.25,0.85512,0.18716)|(3.25,0.95053,0.17143)|(3.25,1.06682,0.15489)|(3.25,1.21624,0.13710)|(3.25,1.42517,0.11725)|(3.25,1.76802,0.09352)|(3.25,2.64995,0.05927)
(3.50,-2.65836,8.02040)|(3.50,-1.80462,4.17908)|(3.50,-1.46523,3.04688)|(3.50,-1.25594,2.45817)|(3.50,-1.10506,2.08441)|(3.50,-0.98689,1.82074)|(3.50,-0.88946,1.62209)|(3.50,-0.80623,1.46551)|(3.50,-0.73327,1.33798)|(3.50,-0.66802,1.23146)|(3.50,-0.60876,1.14071)|(3.50,-0.55423,1.06214)|(3.50,-0.50352,0.99322)|(3.50,-0.45594,0.93206)|(3.50,-0.41093,0.87728)|(3.50,-0.36805,0.82780)|(3.50,-0.32697,0.78279)|(3.50,-0.28737,0.74156)|(3.50,-0.24902,0.70360)|(3.50,-0.21169,0.66845)|(3.50,-0.17520,0.63576)|(3.50,-0.13939,0.60522)|(3.50,-0.10410,0.57657)|(3.50,-0.06919,0.54961)|(3.50,-0.03453,0.52414)|(3.50,0.00000,0.50000)|(3.50,0.03453,0.47705)|(3.50,0.06919,0.45518)|(3.50,0.10410,0.43426)|(3.50,0.13939,0.41421)|(3.50,0.17520,0.39494)|(3.50,0.21169,0.37636)|(3.50,0.24902,0.35841)|(3.50,0.28737,0.34102)|(3.50,0.32697,0.32412)|(3.50,0.36805,0.30766)|(3.50,0.41093,0.29158)|(3.50,0.45594,0.27582)|(3.50,0.50352,0.26032)|(3.50,0.55423,0.24503)|(3.50,0.60876,0.22987)|(3.50,0.66802,0.21479)|(3.50,0.73327,0.19970)|(3.50,0.80623,0.18449)|(3.50,0.88946,0.16906)|(3.50,0.98689,0.15322)|(3.50,1.10506,0.13673)|(3.50,1.25594,0.11923)|(3.50,1.46523,0.10001)|(3.50,1.80462,0.07756)|(3.50,2.65836,0.04647)
(3.75,-2.65656,8.01967)|(3.75,-1.82996,4.28275)|(3.75,-1.49491,3.14751)|(3.75,-1.28618,2.54846)|(3.75,-1.13462,2.16443)|(3.75,-1.01530,1.89159)|(3.75,-0.91649,1.68489)|(3.75,-0.83178,1.52126)|(3.75,-0.75730,1.38752)|(3.75,-0.69053,1.27548)|(3.75,-0.62975,1.17979)|(3.75,-0.57372,1.09679)|(3.75,-0.52152,1.02385)|(3.75,-0.47247,0.95904)|(3.75,-0.42601,0.90093)|(3.75,-0.38170,0.84839)|(3.75,-0.33920,0.80056)|(3.75,-0.29821,0.75674)|(3.75,-0.25847,0.71637)|(3.75,-0.21977,0.67899)|(3.75,-0.18192,0.64423)|(3.75,-0.14475,0.61175)|(3.75,-0.10812,0.58131)|(3.75,-0.07187,0.55266)|(3.75,-0.03587,0.52561)|(3.75,0.00000,0.50000)|(3.75,0.03587,0.47567)|(3.75,0.07187,0.45251)|(3.75,0.10812,0.43038)|(3.75,0.14475,0.40920)|(3.75,0.18192,0.38887)|(3.75,0.21977,0.36930)|(3.75,0.25847,0.35043)|(3.75,0.29821,0.33218)|(3.75,0.33920,0.31449)|(3.75,0.38170,0.29730)|(3.75,0.42601,0.28055)|(3.75,0.47247,0.26418)|(3.75,0.52152,0.24814)|(3.75,0.57372,0.23236)|(3.75,0.62975,0.21679)|(3.75,0.69053,0.20136)|(3.75,0.75730,0.18599)|(3.75,0.83178,0.17060)|(3.75,0.91649,0.15506)|(3.75,1.01530,0.13925)|(3.75,1.13462,0.12294)|(3.75,1.28618,0.10580)|(3.75,1.49491,0.08725)|(3.75,1.82996,0.06601)|(3.75,2.65656,0.03764)
(4.00,-2.64949,7.98851)|(4.00,-1.84805,4.35790)|(4.00,-1.51759,3.22559)|(4.00,-1.30987,2.62036)|(4.00,-1.15812,2.22908)|(4.00,-1.03808,1.94936)|(4.00,-0.93831,1.73645)|(4.00,-0.85251,1.56726)|(4.00,-0.77688,1.42853)|(4.00,-0.70892,1.31203)|(4.00,-0.64694,1.21232)|(4.00,-0.58971,1.12567)|(4.00,-0.53632,1.04942)|(4.00,-0.48608,0.98159)|(4.00,-0.43844,0.92070)|(4.00,-0.39297,0.86562)|(4.00,-0.34932,0.81544)|(4.00,-0.30717,0.76944)|(4.00,-0.26629,0.72706)|(4.00,-0.22646,0.68781)|(4.00,-0.18749,0.65131)|(4.00,-0.14920,0.61722)|(4.00,-0.11145,0.58526)|(4.00,-0.07409,0.55520)|(4.00,-0.03698,0.52684)|(4.00,0.00000,0.50000)|(4.00,0.03698,0.47453)|(4.00,0.07409,0.45029)|(4.00,0.11145,0.42716)|(4.00,0.14920,0.40504)|(4.00,0.18749,0.38384)|(4.00,0.22646,0.36347)|(4.00,0.26629,0.34385)|(4.00,0.30717,0.32491)|(4.00,0.34932,0.30658)|(4.00,0.39297,0.28881)|(4.00,0.43844,0.27153)|(4.00,0.48608,0.25469)|(4.00,0.53632,0.23823)|(4.00,0.58971,0.22209)|(4.00,0.64694,0.20622)|(4.00,0.70892,0.19055)|(4.00,0.77688,0.17500)|(4.00,0.85251,0.15951)|(4.00,0.93831,0.14397)|(4.00,1.03808,0.12825)|(4.00,1.15812,0.11215)|(4.00,1.30987,0.09541)|(4.00,1.51759,0.07751)|(4.00,1.84805,0.05737)|(4.00,2.64949,0.03129)
(4.50,-2.62891,7.88814)|(4.50,-1.87108,4.45546)|(4.50,-1.54956,3.33736)|(4.50,-1.34441,2.72691)|(4.50,-1.19299,2.32671)|(4.50,-1.07228,2.03766)|(4.50,-0.97133,1.81590)|(4.50,-0.88408,1.63857)|(4.50,-0.80684,1.49242)|(4.50,-0.73718,1.36917)|(4.50,-0.67345,1.26331)|(4.50,-0.61444,1.17105)|(4.50,-0.55926,1.08966)|(4.50,-0.50722,1.01711)|(4.50,-0.45779,0.95189)|(4.50,-0.41053,0.89280)|(4.50,-0.36508,0.83892)|(4.50,-0.32116,0.78950)|(4.50,-0.27852,0.74394)|(4.50,-0.23692,0.70174)|(4.50,-0.19619,0.66249)|(4.50,-0.15616,0.62583)|(4.50,-0.11666,0.59149)|(4.50,-0.07756,0.55921)|(4.50,-0.03872,0.52877)|(4.50,0.00000,0.50000)|(4.50,0.03872,0.47272)|(4.50,0.07756,0.44681)|(4.50,0.11666,0.42212)|(4.50,0.15616,0.39855)|(4.50,0.19619,0.37601)|(4.50,0.23692,0.35439)|(4.50,0.27852,0.33363)|(4.50,0.32116,0.31364)|(4.50,0.36508,0.29436)|(4.50,0.41053,0.27573)|(4.50,0.45779,0.25768)|(4.50,0.50722,0.24016)|(4.50,0.55926,0.22311)|(4.50,0.61444,0.20649)|(4.50,0.67345,0.19023)|(4.50,0.73718,0.17427)|(4.50,0.80684,0.15856)|(4.50,0.88408,0.14303)|(4.50,0.97133,0.12758)|(4.50,1.07228,0.11213)|(4.50,1.19299,0.09651)|(4.50,1.34441,0.08052)|(4.50,1.54956,0.06377)|(4.50,1.87108,0.04548)|(4.50,2.62891,0.02302)
(5.00,-2.60646,7.77564)|(5.00,-1.88419,4.51232)|(5.00,-1.57065,3.41225)|(5.00,-1.36818,2.80145)|(5.00,-1.21751,2.39654)|(5.00,-1.09667,2.10172)|(5.00,-0.99511,1.87412)|(5.00,-0.90698,1.69120)|(5.00,-0.82869,1.53983)|(5.00,-0.75788,1.41174)|(5.00,-0.69294,1.30142)|(5.00,-0.63268,1.20505)|(5.00,-0.57622,1.11987)|(5.00,-0.52288,1.04383)|(5.00,-0.47215,0.97537)|(5.00,-0.42358,0.91328)|(5.00,-0.37683,0.85663)|(5.00,-0.33160,0.80463)|(5.00,-0.28764,0.75667)|(5.00,-0.24474,0.71224)|(5.00,-0.20270,0.67091)|(5.00,-0.16136,0.63232)|(5.00,-0.12056,0.59618)|(5.00,-0.08016,0.56222)|(5.00,-0.04002,0.53023)|(5.00,0.00000,0.50000)|(5.00,0.04002,0.47137)|(5.00,0.08016,0.44420)|(5.00,0.12056,0.41835)|(5.00,0.16136,0.39372)|(5.00,0.20270,0.37018)|(5.00,0.24474,0.34766)|(5.00,0.28764,0.32607)|(5.00,0.33160,0.30533)|(5.00,0.37683,0.28537)|(5.00,0.42358,0.26614)|(5.00,0.47215,0.24756)|(5.00,0.52288,0.22958)|(5.00,0.57622,0.21216)|(5.00,0.63268,0.19523)|(5.00,0.69294,0.17874)|(5.00,0.75788,0.16265)|(5.00,0.82869,0.14689)|(5.00,0.90698,0.13140)|(5.00,0.99511,0.11613)|(5.00,1.09667,0.10096)|(5.00,1.21751,0.08580)|(5.00,1.36818,0.07047)|(5.00,1.57065,0.05468)|(5.00,1.88419,0.03784)|(5.00,2.60646,0.01801)
(5.50,-2.58520,7.66854)|(5.50,-1.89199,4.54704)|(5.50,-1.58537,3.46510)|(5.50,-1.38542,2.85610)|(5.50,-1.23564,2.44874)|(5.50,-1.11490,2.15018)|(5.50,-1.01302,1.91851)|(5.50,-0.92433,1.73157)|(5.50,-0.84532,1.57636)|(5.50,-0.77370,1.44466)|(5.50,-0.70787,1.33097)|(5.50,-0.64669,1.23147)|(5.50,-0.58927,1.14338)|(5.50,-0.53496,1.06464)|(5.50,-0.48324,0.99367)|(5.50,-0.43367,0.92927)|(5.50,-0.38592,0.87045)|(5.50,-0.33968,0.81644)|(5.50,-0.29471,0.76661)|(5.50,-0.25080,0.72043)|(5.50,-0.20776,0.67748)|(5.50,-0.16541,0.63739)|(5.50,-0.12360,0.59984)|(5.50,-0.08218,0.56457)|(5.50,-0.04103,0.53136)|(5.50,0.00000,0.50000)|(5.50,0.04103,0.47033)|(5.50,0.08218,0.44218)|(5.50,0.12360,0.41544)|(5.50,0.16541,0.38997)|(5.50,0.20776,0.36568)|(5.50,0.25080,0.34247)|(5.50,0.29471,0.32025)|(5.50,0.33968,0.29895)|(5.50,0.38592,0.27849)|(5.50,0.43367,0.25881)|(5.50,0.48324,0.23985)|(5.50,0.53496,0.22155)|(5.50,0.58927,0.20386)|(5.50,0.64669,0.18673)|(5.50,0.70787,0.17011)|(5.50,0.77370,0.15395)|(5.50,0.84532,0.13820)|(5.50,0.92433,0.12281)|(5.50,1.01302,0.10770)|(5.50,1.11490,0.09282)|(5.50,1.23564,0.07806)|(5.50,1.38542,0.06329)|(5.50,1.58537,0.04829)|(5.50,1.89199,0.03259)|(5.50,2.58520,0.01474)
(6.00,-2.56598,7.57177)|(6.00,-1.89677,4.56895)|(6.00,-1.59610,3.50395)|(6.00,-1.39844,2.89768)|(6.00,-1.24954,2.48912)|(6.00,-1.12902,2.18804)|(6.00,-1.02699,1.95343)|(6.00,-0.93792,1.76348)|(6.00,-0.85840,1.60534)|(6.00,-0.78617,1.47085)|(6.00,-0.71968,1.35454)|(6.00,-0.65779,1.25258)|(6.00,-0.59963,1.16219)|(6.00,-0.54457,1.08131)|(6.00,-0.49207,1.00835)|(6.00,-0.44171,0.94209)|(6.00,-0.39317,0.88154)|(6.00,-0.34613,0.82591)|(6.00,-0.30036,0.77458)|(6.00,-0.25565,0.72701)|(6.00,-0.21180,0.68275)|(6.00,-0.16864,0.64145)|(6.00,-0.12602,0.60277)|(6.00,-0.08380,0.56645)|(6.00,-0.04183,0.53226)|(6.00,0.00000,0.50000)|(6.00,0.04183,0.46949)|(6.00,0.08380,0.44057)|(6.00,0.12602,0.41311)|(6.00,0.16864,0.38699)|(6.00,0.21180,0.36210)|(6.00,0.25565,0.33835)|(6.00,0.30036,0.31564)|(6.00,0.34613,0.29389)|(6.00,0.39317,0.27304)|(6.00,0.44171,0.25303)|(6.00,0.49207,0.23378)|(6.00,0.54457,0.21524)|(6.00,0.59963,0.19737)|(6.00,0.65779,0.18011)|(6.00,0.71968,0.16341)|(6.00,0.78617,0.14722)|(6.00,0.85840,0.13151)|(6.00,0.93792,0.11621)|(6.00,1.02699,0.10128)|(6.00,1.12902,0.08665)|(6.00,1.24954,0.07224)|(6.00,1.39844,0.05795)|(6.00,1.59610,0.04359)|(6.00,1.89677,0.02881)|(6.00,2.56598,0.01248)
(6.50,-2.54887,7.48592)|(6.50,-1.89974,4.58305)|(6.50,-1.60420,3.53345)|(6.50,-1.40857,2.93025)|(6.50,-1.26052,2.52121)|(6.50,-1.14026,2.21839)|(6.50,-1.03817,1.98159)|(6.50,-0.94885,1.78932)|(6.50,-0.86895,1.62888)|(6.50,-0.79626,1.49218)|(6.50,-0.72925,1.37376)|(6.50,-0.66680,1.26982)|(6.50,-0.60806,1.17758)|(6.50,-0.55238,1.09496)|(6.50,-0.49926,1.02038)|(6.50,-0.44827,0.95259)|(6.50,-0.39908,0.89063)|(6.50,-0.35140,0.83369)|(6.50,-0.30498,0.78113)|(6.50,-0.25961,0.73240)|(6.50,-0.21510,0.68708)|(6.50,-0.17128,0.64478)|(6.50,-0.12801,0.60517)|(6.50,-0.08512,0.56799)|(6.50,-0.04250,0.53300)|(6.50,0.00000,0.50000)|(6.50,0.04250,0.46880)|(6.50,0.08512,0.43925)|(6.50,0.12801,0.41121)|(6.50,0.17128,0.38456)|(6.50,0.21510,0.35919)|(6.50,0.25961,0.33499)|(6.50,0.30498,0.31189)|(6.50,0.35140,0.28979)|(6.50,0.39908,0.26864)|(6.50,0.44827,0.24836)|(6.50,0.49926,0.22888)|(6.50,0.55238,0.21017)|(6.50,0.60806,0.19216)|(6.50,0.66680,0.17480)|(6.50,0.72925,0.15805)|(6.50,0.79626,0.14186)|(6.50,0.86895,0.12619)|(6.50,0.94885,0.11099)|(6.50,1.03817,0.09622)|(6.50,1.14026,0.08181)|(6.50,1.26052,0.06771)|(6.50,1.40857,0.05382)|(6.50,1.60420,0.04000)|(6.50,1.89974,0.02597)|(6.50,2.54887,0.01084)
(7.00,-2.53373,7.41018)|(7.00,-1.90158,4.59223)|(7.00,-1.61048,3.55646)|(7.00,-1.41666,2.95638)|(7.00,-1.26940,2.54728)|(7.00,-1.14942,2.24324)|(7.00,-1.04733,2.00476)|(7.00,-0.95783,1.81067)|(7.00,-0.87764,1.64838)|(7.00,-0.80459,1.50988)|(7.00,-0.73717,1.38975)|(7.00,-0.67426,1.28418)|(7.00,-0.61504,1.19040)|(7.00,-0.55887,1.10634)|(7.00,-0.50523,1.03041)|(7.00,-0.45373,0.96136)|(7.00,-0.40400,0.89822)|(7.00,-0.35579,0.84018)|(7.00,-0.30882,0.78659)|(7.00,-0.26291,0.73691)|(7.00,-0.21785,0.69069)|(7.00,-0.17349,0.64755)|(7.00,-0.12966,0.60718)|(7.00,-0.08622,0.56928)|(7.00,-0.04305,0.53362)|(7.00,0.00000,0.50000)|(7.00,0.04305,0.46823)|(7.00,0.08622,0.43816)|(7.00,0.12966,0.40964)|(7.00,0.17349,0.38254)|(7.00,0.21785,0.35677)|(7.00,0.26291,0.33221)|(7.00,0.30882,0.30878)|(7.00,0.35579,0.28640)|(7.00,0.40400,0.26500)|(7.00,0.45373,0.24450)|(7.00,0.50523,0.22485)|(7.00,0.55887,0.20600)|(7.00,0.61504,0.18788)|(7.00,0.67426,0.17045)|(7.00,0.73717,0.15367)|(7.00,0.80459,0.13749)|(7.00,0.87764,0.12187)|(7.00,0.95783,0.10677)|(7.00,1.04733,0.09214)|(7.00,1.14942,0.07794)|(7.00,1.26940,0.06410)|(7.00,1.41666,0.05056)|(7.00,1.61048,0.03719)|(7.00,1.90158,0.02378)|(7.00,2.53373,0.00961)
(8.00,-2.50841,7.28419)|(8.00,-1.90332,4.60200)|(8.00,-1.61951,3.58973)|(8.00,-1.42874,2.99556)|(8.00,-1.28285,2.58700)|(8.00,-1.16342,2.28144)|(8.00,-1.06141,2.04061)|(8.00,-0.97170,1.84383)|(8.00,-0.89111,1.67878)|(8.00,-0.81753,1.53755)|(8.00,-0.74949,1.41478)|(8.00,-0.68590,1.30669)|(8.00,-0.62595,1.21053)|(8.00,-0.56901,1.12423)|(8.00,-0.51459,1.04619)|(8.00,-0.46227,0.97517)|(8.00,-0.41172,0.91018)|(8.00,-0.36267,0.85040)|(8.00,-0.31486,0.79519)|(8.00,-0.26809,0.74401)|(8.00,-0.22218,0.69638)|(8.00,-0.17695,0.65193)|(8.00,-0.13226,0.61033)|(8.00,-0.08796,0.57130)|(8.00,-0.04392,0.53459)|(8.00,0.00000,0.50000)|(8.00,0.04392,0.46734)|(8.00,0.08796,0.43644)|(8.00,0.13226,0.40716)|(8.00,0.17695,0.37938)|(8.00,0.22218,0.35298)|(8.00,0.26809,0.32787)|(8.00,0.31486,0.30394)|(8.00,0.36267,0.28112)|(8.00,0.41172,0.25934)|(8.00,0.46227,0.23852)|(8.00,0.51459,0.21861)|(8.00,0.56901,0.19955)|(8.00,0.62595,0.18128)|(8.00,0.68590,0.16377)|(8.00,0.74949,0.14696)|(8.00,0.81753,0.13081)|(8.00,0.89111,0.11529)|(8.00,0.97170,0.10036)|(8.00,1.06141,0.08598)|(8.00,1.16342,0.07211)|(8.00,1.28285,0.05871)|(8.00,1.42874,0.04573)|(8.00,1.61951,0.03308)|(8.00,1.90332,0.02062)|(8.00,2.50841,0.00792)
(9.00,-2.48827,7.18470)|(9.00,-1.90373,4.60569)|(9.00,-1.62560,3.61236)|(9.00,-1.43728,3.02342)|(9.00,-1.29254,2.61577)|(9.00,-1.17361,2.30940)|(9.00,-1.07172,2.06702)|(9.00,-0.98190,1.86839)|(9.00,-0.90105,1.70137)|(9.00,-0.82712,1.55817)|(9.00,-0.75864,1.43348)|(9.00,-0.69456,1.32354)|(9.00,-0.63408,1.22562)|(9.00,-0.57658,1.13765)|(9.00,-0.52158,1.05804)|(9.00,-0.46866,0.98554)|(9.00,-0.41750,0.91916)|(9.00,-0.36782,0.85809)|(9.00,-0.31938,0.80167)|(9.00,-0.27198,0.74934)|(9.00,-0.22542,0.70066)|(9.00,-0.17955,0.65522)|(9.00,-0.13421,0.61270)|(9.00,-0.08926,0.57282)|(9.00,-0.04457,0.53532)|(9.00,0.00000,0.50000)|(9.00,0.04457,0.46666)|(9.00,0.08926,0.43515)|(9.00,0.13421,0.40531)|(9.00,0.17955,0.37702)|(9.00,0.22542,0.35016)|(9.00,0.27198,0.32463)|(9.00,0.31938,0.30034)|(9.00,0.36782,0.27720)|(9.00,0.41750,0.25514)|(9.00,0.46866,0.23410)|(9.00,0.52158,0.21400)|(9.00,0.57658,0.19479)|(9.00,0.63408,0.17643)|(9.00,0.69456,0.15887)|(9.00,0.75864,0.14205)|(9.00,0.82712,0.12595)|(9.00,0.90105,0.11053)|(9.00,0.98190,0.09574)|(9.00,1.07172,0.08156)|(9.00,1.17361,0.06796)|(9.00,1.29254,0.05490)|(9.00,1.43728,0.04234)|(9.00,1.62560,0.03023)|(9.00,1.90373,0.01848)|(9.00,2.48827,0.00681)
(10.00,-2.47199,7.10470)|(10.00,-1.90352,4.60646)|(10.00,-1.62995,3.62859)|(10.00,-1.44361,3.04418)|(10.00,-1.29984,2.63752)|(10.00,-1.18135,2.33072)|(10.00,-1.07959,2.08728)|(10.00,-0.98972,1.88730)|(10.00,-0.90870,1.71882)|(10.00,-0.83450,1.57413)|(10.00,-0.76570,1.44797)|(10.00,-0.70125,1.33662)|(10.00,-0.64037,1.23735)|(10.00,-0.58245,1.14809)|(10.00,-0.52699,1.06727)|(10.00,-0.47362,0.99362)|(10.00,-0.42198,0.92616)|(10.00,-0.37183,0.86408)|(10.00,-0.32290,0.80671)|(10.00,-0.27500,0.75350)|(10.00,-0.22795,0.70399)|(10.00,-0.18158,0.65778)|(10.00,-0.13573,0.61455)|(10.00,-0.09028,0.57400)|(10.00,-0.04507,0.53589)|(10.00,0.00000,0.50000)|(10.00,0.04507,0.46614)|(10.00,0.09028,0.43415)|(10.00,0.13573,0.40387)|(10.00,0.18158,0.37519)|(10.00,0.22795,0.34797)|(10.00,0.27500,0.32213)|(10.00,0.32290,0.29755)|(10.00,0.37183,0.27417)|(10.00,0.42198,0.25191)|(10.00,0.47362,0.23069)|(10.00,0.52699,0.21045)|(10.00,0.58245,0.19115)|(10.00,0.64037,0.17272)|(10.00,0.70125,0.15512)|(10.00,0.76570,0.13832)|(10.00,0.83450,0.12226)|(10.00,0.90870,0.10691)|(10.00,0.98972,0.09225)|(10.00,1.07959,0.07824)|(10.00,1.18135,0.06485)|(10.00,1.29984,0.05206)|(10.00,1.44361,0.03984)|(10.00,1.62995,0.02815)|(10.00,1.90352,0.01695)|(10.00,2.47199,0.00604)
(20.00,-2.39825,6.74805)|(20.00,-1.89790,4.59047)|(20.00,-1.64453,3.68387)|(20.00,-1.46738,3.12266)|(20.00,-1.32827,2.72296)|(20.00,-1.21210,2.41625)|(20.00,-1.11130,2.16964)|(20.00,-1.02151,1.96492)|(20.00,-0.93999,1.79096)|(20.00,-0.86489,1.64048)|(20.00,-0.79488,1.50850)|(20.00,-0.72901,1.39143)|(20.00,-0.66655,1.28662)|(20.00,-0.60691,1.19205)|(20.00,-0.54965,1.10616)|(20.00,-0.49439,1.02773)|(20.00,-0.44081,0.95574)|(20.00,-0.38865,0.88940)|(20.00,-0.33769,0.82804)|(20.00,-0.28773,0.77108)|(20.00,-0.23859,0.71808)|(20.00,-0.19011,0.66861)|(20.00,-0.14214,0.62235)|(20.00,-0.09455,0.57899)|(20.00,-0.04722,0.53828)|(20.00,0.00000,0.50000)|(20.00,0.04722,0.46395)|(20.00,0.09455,0.42995)|(20.00,0.14214,0.39786)|(20.00,0.19011,0.36753)|(20.00,0.23859,0.33885)|(20.00,0.28773,0.31170)|(20.00,0.33769,0.28600)|(20.00,0.38865,0.26165)|(20.00,0.44081,0.23857)|(20.00,0.49439,0.21669)|(20.00,0.54965,0.19595)|(20.00,0.60691,0.17630)|(20.00,0.66655,0.15767)|(20.00,0.72901,0.14003)|(20.00,0.79488,0.12333)|(20.00,0.86489,0.10755)|(20.00,0.93999,0.09263)|(20.00,1.02151,0.07857)|(20.00,1.11130,0.06535)|(20.00,1.21210,0.05293)|(20.00,1.32827,0.04133)|(20.00,1.46738,0.03055)|(20.00,1.64453,0.02061)|(20.00,1.89790,0.01156)|(20.00,2.39825,0.00355)
(50.00,-2.35472,6.54209)|(50.00,-1.89170,4.56926)|(50.00,-1.65005,3.70547)|(50.00,-1.47848,3.15969)|(50.00,-1.34234,2.76568)|(50.00,-1.22778,2.46030)|(50.00,-1.12776,2.21288)|(50.00,-1.03823,2.00621)|(50.00,-0.95661,1.82970)|(50.00,-0.88114,1.67639)|(50.00,-0.81058,1.54145)|(50.00,-0.74402,1.42140)|(50.00,-0.68076,1.31365)|(50.00,-0.62024,1.21624)|(50.00,-0.56203,1.12762)|(50.00,-0.50576,1.04657)|(50.00,-0.45113,0.97211)|(50.00,-0.39790,0.90343)|(50.00,-0.34583,0.83985)|(50.00,-0.29474,0.78083)|(50.00,-0.24445,0.72588)|(50.00,-0.19482,0.67461)|(50.00,-0.14568,0.62666)|(50.00,-0.09692,0.58175)|(50.00,-0.04840,0.53960)|(50.00,0.00000,0.50000)|(50.00,0.04840,0.46274)|(50.00,0.09692,0.42765)|(50.00,0.14568,0.39456)|(50.00,0.19482,0.36335)|(50.00,0.24445,0.33388)|(50.00,0.29474,0.30605)|(50.00,0.34583,0.27975)|(50.00,0.39790,0.25490)|(50.00,0.45113,0.23141)|(50.00,0.50576,0.20922)|(50.00,0.56203,0.18825)|(50.00,0.62024,0.16846)|(50.00,0.68076,0.14978)|(50.00,0.74402,0.13217)|(50.00,0.81058,0.11559)|(50.00,0.88114,0.10001)|(50.00,0.95661,0.08539)|(50.00,1.03823,0.07172)|(50.00,1.12776,0.05897)|(50.00,1.22778,0.04713)|(50.00,1.34234,0.03621)|(50.00,1.47848,0.02623)|(50.00,1.65005,0.01721)|(50.00,1.89170,0.00926)|(50.00,2.35472,0.00260)
(100.00,-2.34046,6.47539)|(100.00,-1.88928,4.56075)|(100.00,-1.65146,3.71108)|(100.00,-1.48174,3.17059)|(100.00,-1.34661,2.77867)|(100.00,-1.23260,2.47391)|(100.00,-1.13287,2.22637)|(100.00,-1.04346,2.01918)|(100.00,-0.96182,1.84193)|(100.00,-0.88626,1.68777)|(100.00,-0.81554,1.55192)|(100.00,-0.74878,1.43094)|(100.00,-0.68527,1.32228)|(100.00,-0.62448,1.22397)|(100.00,-0.56597,1.13448)|(100.00,-0.50938,1.05261)|(100.00,-0.45443,0.97735)|(100.00,-0.40085,0.90792)|(100.00,-0.34843,0.84364)|(100.00,-0.29698,0.78395)|(100.00,-0.24633,0.72838)|(100.00,-0.19632,0.67653)|(100.00,-0.14682,0.62804)|(100.00,-0.09768,0.58263)|(100.00,-0.04878,0.54003)|(100.00,0.00000,0.50000)|(100.00,0.04878,0.46235)|(100.00,0.09768,0.42691)|(100.00,0.14682,0.39351)|(100.00,0.19632,0.36202)|(100.00,0.24633,0.33230)|(100.00,0.29698,0.30425)|(100.00,0.34843,0.27777)|(100.00,0.40085,0.25276)|(100.00,0.45443,0.22915)|(100.00,0.50938,0.20686)|(100.00,0.56597,0.18583)|(100.00,0.62448,0.16600)|(100.00,0.68527,0.14731)|(100.00,0.74878,0.12972)|(100.00,0.81554,0.11319)|(100.00,0.88626,0.09769)|(100.00,0.96182,0.08317)|(100.00,1.04346,0.06963)|(100.00,1.13287,0.05703)|(100.00,1.23260,0.04539)|(100.00,1.34661,0.03469)|(100.00,1.48174,0.02495)|(100.00,1.65146,0.01623)|(100.00,1.88928,0.00861)|(100.00,2.34046,0.00234)
